Governorate,siteId,activityId,locationId,location,partnerId,Partner,activity,activityCategory,indicatorId,Value,Indicator,month,database,indicatorCategory,Units,month.1,region.x,district,subdistrict,refugee.camps,camp.districts,comments,appeal,Fundedby,allocation,Camp,ITS,Other,Urban,Category,sector,gcode,gov,rcode,region,StartDate,men,women,boy,girl,Gender,SiteType
Zarqa,1203812280,4121,539702649,Azraq Camp Village 3,29,UNHCR,1. Site planning & development,SHELTER-2. Planned Site,24083,100725,m2 of land planned and developed for settlement / # of Refugees,2014-06,1064,RRP6 - Performance Indicators,m2,2014-06,Central,Zarqa Qasabah,Al Azraq,Azraq,,"sq m of land planned and developed for settlement of refugees. Works include land surveying, bolder removal, compaction, and demarcation of plots. 51 sq m of land developed per person for a target of 23,700 people to be assisted by the end of 2014. Implementing partner for physical works is MoPW/others and for surveying UNHCR contracted surveyor. ",Direct appeal,UNHCR,Yes,Camp, , , ,2. Planned Site,SHELTER,1712,ZARQA,1,North,01/06/2014,Men,,,,Men,Camp    - 
Zarqa,531222126,4125,1421634138,Azraq Camp,20,NRC,5. T-shelter units provided and maintained,SHELTER-2. Planned Site,24101,1097,Syrian Women in Camp,2014-08,1064,Impacted population this month,Individual,2014-08,Central,Zarqa Qasabah,Al Azraq,Azraq,,,Indirect appeal,UNHCR,Yes,Camp, , , ,2. Planned Site,SHELTER,1712,ZARQA,1,North,01/08/2014,Men,Women,,,WomenMen,Camp    - 
Zarqa,531222126,4125,1421634138,Azraq Camp,20,NRC,5. T-shelter units provided and maintained,SHELTER-2. Planned Site,24102,986,Syrian Men in Camp,2014-08,1064,Impacted population this month,Individual,2014-08,Central,Zarqa Qasabah,Al Azraq,Azraq,,,Indirect appeal,UNHCR,Yes,Camp, , , ,2. Planned Site,SHELTER,1712,ZARQA,1,North,01/08/2014,Men,,,,Men,Camp    - 
Zarqa,531222126,4125,1421634138,Azraq Camp,20,NRC,5. T-shelter units provided and maintained,SHELTER-2. Planned Site,24099,1201,Syrian Girls in Camp,2014-09,1064,Impacted population this month,Individual,2014-09,Central,Zarqa Qasabah,Al Azraq,Azraq,,,Indirect appeal,UNHCR,Yes,Camp, , , ,2. Planned Site,SHELTER,1712,ZARQA,1,North,01/09/2014,,,,Girls,Girls,Camp    - 
Zarqa,531222126,4125,1421634138,Azraq Camp,20,NRC,5. T-shelter units provided and maintained,SHELTER-2. Planned Site,24101,1908,Syrian Women in Camp,2014-06,1064,Impacted population this month,Individual,2014-06,Central,Zarqa Qasabah,Al Azraq,Azraq,,,Indirect appeal,UNHCR,Yes,Camp, , , ,2. Planned Site,SHELTER,1712,ZARQA,1,North,01/06/2014,Men,Women,,,WomenMen,Camp    - 
Zarqa,531222126,4125,1421634138,Azraq Camp,20,NRC,5. T-shelter units provided and maintained,SHELTER-2. Planned Site,24101,70,Syrian Women in Camp,2014-11,1064,Impacted population this month,Individual,2014-11,Central,Zarqa Qasabah,Al Azraq,Azraq,,,Indirect appeal,UNHCR,Yes,Camp, , , ,2. Planned Site,SHELTER,1712,ZARQA,1,North,01/11/2014,Men,Women,,,WomenMen,Camp    - 
Zarqa,531222126,4125,1421634138,Azraq Camp,20,NRC,5. T-shelter units provided and maintained,SHELTER-2. Planned Site,24100,2081,Syrian Boys in Camp,2014-06,1064,Impacted population this month,Individual,2014-06,Central,Zarqa Qasabah,Al Azraq,Azraq,,,Indirect appeal,UNHCR,Yes,Camp, , , ,2. Planned Site,SHELTER,1712,ZARQA,1,North,01/06/2014,,,Boys,,Boys,Camp    - 
Zarqa,531222126,4125,1421634138,Azraq Camp,20,NRC,5. T-shelter units provided and maintained,SHELTER-2. Planned Site,24100,2112,Syrian Boys in Camp,2014-07,1064,Impacted population this month,Individual,2014-07,Central,Zarqa Qasabah,Al Azraq,Azraq,,,Indirect appeal,UNHCR,Yes,Camp, , , ,2. Planned Site,SHELTER,1712,ZARQA,1,North,01/07/2014,,,Boys,,Boys,Camp    - 
Zarqa,531222126,4125,1421634138,Azraq Camp,20,NRC,5. T-shelter units provided and maintained,SHELTER-2. Planned Site,24100,1235,Syrian Boys in Camp,2014-08,1064,Impacted population this month,Individual,2014-08,Central,Zarqa Qasabah,Al Azraq,Azraq,,,Indirect appeal,UNHCR,Yes,Camp, , , ,2. Planned Site,SHELTER,1712,ZARQA,1,North,01/08/2014,,,Boys,,Boys,Camp    - 
Zarqa,531222126,4125,1421634138,Azraq Camp,20,NRC,5. T-shelter units provided and maintained,SHELTER-2. Planned Site,24100,84,Syrian Boys in Camp,2014-11,1064,Impacted population this month,Individual,2014-11,Central,Zarqa Qasabah,Al Azraq,Azraq,,,Indirect appeal,UNHCR,Yes,Camp, , , ,2. Planned Site,SHELTER,1712,ZARQA,1,North,01/11/2014,,,Boys,,Boys,Camp    - 
Zarqa,531222126,4125,1421634138,Azraq Camp,20,NRC,5. T-shelter units provided and maintained,SHELTER-2. Planned Site,24099,1548,Syrian Girls in Camp,2014-10,1064,Impacted population this month,Individual,2014-10,Central,Zarqa Qasabah,Al Azraq,Azraq,,,Indirect appeal,UNHCR,Yes,Camp, , , ,2. Planned Site,SHELTER,1712,ZARQA,1,North,01/10/2014,,,,Girls,Girls,Camp    - 
Zarqa,531222126,4125,1421634138,Azraq Camp,20,NRC,5. T-shelter units provided and maintained,SHELTER-2. Planned Site,24101,1936,Syrian Women in Camp,2014-07,1064,Impacted population this month,Individual,2014-07,Central,Zarqa Qasabah,Al Azraq,Azraq,,,Indirect appeal,UNHCR,Yes,Camp, , , ,2. Planned Site,SHELTER,1712,ZARQA,1,North,01/07/2014,Men,Women,,,WomenMen,Camp    - 
Zarqa,531222126,4125,1421634138,Azraq Camp,20,NRC,5. T-shelter units provided and maintained,SHELTER-2. Planned Site,24099,532,Syrian Girls in Camp,2014-12,1064,Impacted population this month,Individual,2014-12,Central,Zarqa Qasabah,Al Azraq,Azraq,,,Indirect appeal,UNHCR,Yes,Camp, , , ,2. Planned Site,SHELTER,1712,ZARQA,1,North,01/12/2014,,,,Girls,Girls,Camp    - 
Zarqa,531222126,4125,1421634138,Azraq Camp,20,NRC,5. T-shelter units provided and maintained,SHELTER-2. Planned Site,24103,250,# of T-Shelter units constructed,2014-06,1064,RRP6 - Performance Indicators,#,2014-06,Central,Zarqa Qasabah,Al Azraq,Azraq,,,Indirect appeal,UNHCR,Yes,Camp, , , ,2. Planned Site,SHELTER,1712,ZARQA,1,North,01/06/2014,,,,,,Camp    - 
Zarqa,1380038538,4120,1413109440,Zarqa Governorate,8,Caritas,5. Increased awareness about tenure,SHELTER-1. Host Communities,24072,12,Syrian Women in Urban,2014-01,1064,Impacted population this month,Individual,2014-01,Central,,,,,,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1712,ZARQA,1,North,01/01/2014,Men,Women,,,WomenMen,   Urban areas - 
Zarqa,350469339,4125,539702649,Azraq Camp Village 3,29,UNHCR,5. T-shelter units provided and maintained,SHELTER-2. Planned Site,24103,741,# of T-Shelter units constructed,2014-04,1064,RRP6 - Performance Indicators,#,2014-04,Central,Zarqa Qasabah,Al Azraq,Azraq,,641 T-Shelters completed by implementing partners NRC and MoPW and handed over to UNHCR. 417 T-Shelters under construction by both implementing partners. ,Direct appeal,UNHCR,Yes,Camp, , , ,2. Planned Site,SHELTER,1712,ZARQA,1,North,01/04/2014,,,,,,Camp    - 
Zarqa,1585315845,4119,1518097698,Zarqa City,1070,PU-AMI,4. HH adapt housing to overcome harsh weather,SHELTER-1. Host Communities,24066,145,Boys - Other affected Population,2014-02,1064,Impacted population this month,Individual,2014-02,Central,Zarqa Qasabah,Az Zarqa,,,"PU-AMI cannot relay all its data on the ActivityInfo website as the district of Ruseyfah does not appear on the RRP6 mapping. 
",Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1712,ZARQA,1,North,01/02/2014,,,Boys,,Boys,   Urban areas - 
Zarqa,871751544,4118,1413109440,Zarqa Governorate,8,Caritas,3. Refugees enabled to pay rent on time,SHELTER-1. Host Communities,24057,62,# of HH heads receiving rental support,2014-07,1064,RRP6 - Performance Indicators,Individual,2014-07,Central,,,,,,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1712,ZARQA,1,North,01/07/2014,,,,,,   Urban areas - 
Zarqa,871751544,4118,1413109440,Zarqa Governorate,8,Caritas,3. Refugees enabled to pay rent on time,SHELTER-1. Host Communities,24057,60,# of HH heads receiving rental support,2014-01,1064,RRP6 - Performance Indicators,Individual,2014-01,Central,,,,,,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1712,ZARQA,1,North,01/01/2014,,,,,,   Urban areas - 
Zarqa,871751544,4118,1413109440,Zarqa Governorate,8,Caritas,3. Refugees enabled to pay rent on time,SHELTER-1. Host Communities,24057,50,# of HH heads receiving rental support,2014-12,1064,RRP6 - Performance Indicators,Individual,2014-12,Central,,,,,,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1712,ZARQA,1,North,01/12/2014,,,,,,   Urban areas - 
Zarqa,352654684,4122,1421634138,Azraq Camp,29,UNHCR,2. Infrastructure development & maintenance,SHELTER-2. Planned Site,24088,255000,"m2 of roads, storm water drains, basic service and governance facilities constructed and maintained",2014-02,1064,RRP6 - Performance Indicators,m2,2014-02,Central,Zarqa Qasabah,Al Azraq,Azraq,,"Works include construction, repair, and maintenance of different standards of roads, drainage systems, base-course and seal coat works, fencing works, and tree planting works. Works also include construction of drain structures and roads outside of camps eg. access roads to Zaatari Camp and Azraq Camp plus works on border roads.

118 sq m developed per person with a total target of 200,000 people to be assisted by the end of 2014.

No new construction of roads, basic services, and governance facilities was done in the month of January 2014. 

In previous months, the following work was completed: 39.351 km of primary roads (asphalt), 38.153 km of Secondary Road (Double seal coat), 5.886 km of WASH service roads, 1460793 sq m of natural ground compaction, 429673 sq m of preparation yard (double seal coat), 29582.9 sq m of preparation yard (Asphalt). ",Direct appeal,UNHCR,Yes,Camp, , , ,2. Planned Site,SHELTER,1712,ZARQA,1,North,01/02/2014,,,,,,Camp    - 
Zarqa,1203812280,4121,539702649,Azraq Camp Village 3,29,UNHCR,1. Site planning & development,SHELTER-2. Planned Site,24083,100725,m2 of land planned and developed for settlement / # of Refugees,2014-05,1064,RRP6 - Performance Indicators,m2,2014-05,Central,Zarqa Qasabah,Al Azraq,Azraq,,"sq m of land planned and developed for settlement of refugees. Works include land surveying, bolder removal, compaction, and demarcation of plots. 51 sq m of land developed per person for a target of 23,700 people to be assisted by the end of 2014. Implementing partner for physical works is MoPW/others and for surveying UNHCR contracted surveyor. ",Direct appeal,UNHCR,Yes,Camp, , , ,2. Planned Site,SHELTER,1712,ZARQA,1,North,01/05/2014,Men,,,,Men,Camp    - 
Zarqa,531222126,4125,1421634138,Azraq Camp,20,NRC,5. T-shelter units provided and maintained,SHELTER-2. Planned Site,24103,543,# of T-Shelter units constructed,2014-09,1064,RRP6 - Performance Indicators,#,2014-09,Central,Zarqa Qasabah,Al Azraq,Azraq,,,Indirect appeal,UNHCR,Yes,Camp, , , ,2. Planned Site,SHELTER,1712,ZARQA,1,North,01/09/2014,,,,,,Camp    - 
Zarqa,531222126,4125,1421634138,Azraq Camp,20,NRC,5. T-shelter units provided and maintained,SHELTER-2. Planned Site,24101,1133,Syrian Women in Camp,2014-09,1064,Impacted population this month,Individual,2014-09,Central,Zarqa Qasabah,Al Azraq,Azraq,,,Indirect appeal,UNHCR,Yes,Camp, , , ,2. Planned Site,SHELTER,1712,ZARQA,1,North,01/09/2014,Men,Women,,,WomenMen,Camp    - 
Zarqa,531222126,4125,1421634138,Azraq Camp,20,NRC,5. T-shelter units provided and maintained,SHELTER-2. Planned Site,24103,186,# of T-Shelter units constructed,2014-10,1064,RRP6 - Performance Indicators,#,2014-10,Central,Zarqa Qasabah,Al Azraq,Azraq,,,Indirect appeal,UNHCR,Yes,Camp, , , ,2. Planned Site,SHELTER,1712,ZARQA,1,North,01/10/2014,,,,,,Camp    - 
Zarqa,531222126,4125,1421634138,Azraq Camp,20,NRC,5. T-shelter units provided and maintained,SHELTER-2. Planned Site,24102,1548,Syrian Men in Camp,2014-06,1064,Impacted population this month,Individual,2014-06,Central,Zarqa Qasabah,Al Azraq,Azraq,,,Indirect appeal,UNHCR,Yes,Camp, , , ,2. Planned Site,SHELTER,1712,ZARQA,1,North,01/06/2014,Men,,,,Men,Camp    - 
Zarqa,531222126,4125,1421634138,Azraq Camp,20,NRC,5. T-shelter units provided and maintained,SHELTER-2. Planned Site,24102,63,Syrian Men in Camp,2014-11,1064,Impacted population this month,Individual,2014-11,Central,Zarqa Qasabah,Al Azraq,Azraq,,,Indirect appeal,UNHCR,Yes,Camp, , , ,2. Planned Site,SHELTER,1712,ZARQA,1,North,01/11/2014,Men,,,,Men,Camp    - 
Zarqa,1585315845,4119,1518097698,Zarqa City,1070,PU-AMI,4. HH adapt housing to overcome harsh weather,SHELTER-1. Host Communities,24068,51,Men - Other affected Population,2014-01,1064,Impacted population this month,Individual,2014-01,Central,Zarqa Qasabah,Az Zarqa,,,"PU-AMI cannot relay all its data on the ActivityInfo website as the district of Ruseyfah does not appear on the RRP6 mapping. 
",Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1712,ZARQA,1,North,01/01/2014,Men,,,,Men,   Urban areas - 
Zarqa,1585315845,4119,1518097698,Zarqa City,1070,PU-AMI,4. HH adapt housing to overcome harsh weather,SHELTER-1. Host Communities,24067,61,Women - Other affected Population,2014-01,1064,Impacted population this month,Individual,2014-01,Central,Zarqa Qasabah,Az Zarqa,,,"PU-AMI cannot relay all its data on the ActivityInfo website as the district of Ruseyfah does not appear on the RRP6 mapping. 
",Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1712,ZARQA,1,North,01/01/2014,Men,Women,,,WomenMen,   Urban areas - 
Zarqa,1788051522,4116,1221868354,Azraq City,481,MC,1. Housing units upgraded to minimum standard,SHELTER-1. Host Communities,24042,173,Syrian Men in Urban,2014-01,1064,Impacted population this month,Individual,2014-01,Central,Zarqa Qasabah,Al Azraq,,,,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1712,ZARQA,1,North,01/01/2014,Men,,,,Men,   Urban areas - 
Zarqa,1788051522,4116,1221868354,Azraq City,481,MC,1. Housing units upgraded to minimum standard,SHELTER-1. Host Communities,24042,30,Syrian Men in Urban,2014-03,1064,Impacted population this month,Individual,2014-03,Central,Zarqa Qasabah,Al Azraq,,,,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1712,ZARQA,1,North,01/03/2014,Men,,,,Men,   Urban areas - 
Zarqa,1585315845,4119,1518097698,Zarqa City,1070,PU-AMI,4. HH adapt housing to overcome harsh weather,SHELTER-1. Host Communities,24069,175,# of conditional cash grants / shelter kits distributed,2014-01,1064,RRP6 - Performance Indicators,#,2014-01,Central,Zarqa Qasabah,Az Zarqa,,,"PU-AMI cannot relay all its data on the ActivityInfo website as the district of Ruseyfah does not appear on the RRP6 mapping. 
",Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1712,ZARQA,1,North,01/01/2014,,,,,,   Urban areas - 
Zarqa,1585315845,4119,1518097698,Zarqa City,1070,PU-AMI,4. HH adapt housing to overcome harsh weather,SHELTER-1. Host Communities,24063,325,Syrian Women in Urban,2014-02,1064,Impacted population this month,Individual,2014-02,Central,Zarqa Qasabah,Az Zarqa,,,"PU-AMI cannot relay all its data on the ActivityInfo website as the district of Ruseyfah does not appear on the RRP6 mapping. 
",Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1712,ZARQA,1,North,01/02/2014,Men,Women,,,WomenMen,   Urban areas - 
Zarqa,871751544,4118,1413109440,Zarqa Governorate,8,Caritas,3. Refugees enabled to pay rent on time,SHELTER-1. Host Communities,24057,294,# of HH heads receiving rental support,2014-03,1064,RRP6 - Performance Indicators,Individual,2014-03,Central,,,,,,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1712,ZARQA,1,North,01/03/2014,,,,,,   Urban areas - 
Zarqa,1585315845,4119,1518097698,Zarqa City,1070,PU-AMI,4. HH adapt housing to overcome harsh weather,SHELTER-1. Host Communities,24066,127,Boys - Other affected Population,2014-03,1064,Impacted population this month,Individual,2014-03,Central,Zarqa Qasabah,Az Zarqa,,,"PU-AMI cannot relay all its data on the ActivityInfo website as the district of Ruseyfah does not appear on the RRP6 mapping. 
",Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1712,ZARQA,1,North,01/03/2014,,,Boys,,Boys,   Urban areas - 
Zarqa,1585315845,4119,1518097698,Zarqa City,1070,PU-AMI,4. HH adapt housing to overcome harsh weather,SHELTER-1. Host Communities,24061,257,Syrian Girls in Urban,2014-01,1064,Impacted population this month,Individual,2014-01,Central,Zarqa Qasabah,Az Zarqa,,,"PU-AMI cannot relay all its data on the ActivityInfo website as the district of Ruseyfah does not appear on the RRP6 mapping. 
",Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1712,ZARQA,1,North,01/01/2014,,,,Girls,Girls,   Urban areas - 
