"","sector","StartDate","Category","activity","Indicator","Indicator2","Governorate","Gender","Partner","SiteType","appeal","Fundedby","allocation","rcode","gcode","Value","Units","location","region","poptype"
"6998","PROTECTION","31/01/2015","Community Empowered; Services to Vuln","[REF2.2]Community Self-Mngmt","# participating in Youth Committees","Urban/Rural Syrian Women (Age 18 and above) # participating in Youth Committees","MAFRAQ","Women","TDH","  Other[Villages, Rural areas]  - ","Indirect appeal","UNICEF","Yes","1","1711",12,"# of benef","Liwa Qasabah Sama As Sarhan","North","Urban"
"6999","PROTECTION","31/03/2015","Community Empowered; Services to Vuln","[REF2.2]Community Self-Mngmt","# participating in Youth Committees","Camps Syrian Men (Age 18 and above) # participating in Youth Committees","AzraqCamp","Men","CARE","Camp    - ","Indirect appeal","UNHCR","Yes","1","1712",54,"# of benef","Azraq Camp","North","Camp"
"7000","PROTECTION","28/02/2015","Community Empowered; Services to Vuln","[REF2.2]Community Self-Mngmt","# participating in Youth Committees","Camps Syrian Women (Age 18 and above) # participating in Youth Committees","AzraqCamp","Women","CARE","Camp    - ","Indirect appeal","UNHCR","Yes","1","1712",15,"# of benef","Azraq Camp","North","Camp"
"7001","PROTECTION","28/02/2015","Community Empowered; Services to Vuln","[REF2.2]Community Self-Mngmt","# participating in Youth Committees","Camps Syrian Women (Age 18 and above) # participating in Youth Committees","ZaatariCamp","Women","IRD","Camp    - ","Indirect appeal","UNHCR","Yes","1","1711",18,"# of benef","Zaatari Camp (all district)","North","Camp"
"7002","PROTECTION","28/02/2015","Community Empowered; Services to Vuln","[REF2.2]Community Self-Mngmt","# participating in Youth Committees","Camps Syrian Men (Age 18 and above) # participating in Youth Committees","ZaatariCamp","Men","IRD","Camp    - ","Indirect appeal","UNHCR","Yes","1","1711",40,"# of benef","Zaatari Camp (all district)","North","Camp"
"7003","PROTECTION","28/02/2015","Community Empowered; Services to Vuln","[REF2.2]Community Self-Mngmt","# participating in Youth Committees","Urban/Rural Syrian Women (Age 18 and above) # participating in Youth Committees","IRBID","Women","Intersos","   Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","1","1707",382,"# of benef","Irbid Governorate","North","Urban"
"7004","PROTECTION","28/02/2015","Community Empowered; Services to Vuln","[REF2.2]Community Self-Mngmt","# participating in Youth Committees","Host Community Women (Age 18 and above) # participating in Youth Committees","IRBID","Women","Intersos","   Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","1","1707",150,"# of benef","Irbid Governorate","North","Host Community"
"7005","PROTECTION","31/01/2015","Community Empowered; Services to Vuln","[REF2.2]Community Self-Mngmt","# participating in Youth Committees","Urban/Rural Syrian Women (Age 18 and above) # participating in Youth Committees","IRBID","Women","Intersos","   Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","1","1707",470,"# of benef","Irbid Governorate","North","Urban"
"7006","PROTECTION","31/01/2015","Community Empowered; Services to Vuln","[REF2.2]Community Self-Mngmt","# participating in Youth Committees","Host Community Women (Age 18 and above) # participating in Youth Committees","IRBID","Women","Intersos","   Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","1","1707",90,"# of benef","Irbid Governorate","North","Host Community"
"7007","PROTECTION","31/01/2015","Community Empowered; Services to Vuln","[REF2.2]Community Self-Mngmt","# participating in Youth Committees","Host Community Women (Age 18 and above) # participating in Youth Committees","MAFRAQ","Women","TDH","  Other[Villages, Rural areas]  - ","Indirect appeal","UNICEF","Yes","1","1711",21,"# of benef","Liwa Qasabah Sama As Sarhan","North","Host Community"
"7084","PROTECTION","28/02/2015","Refugee Rights Respected","[REF1.1]Asylum/Detention/Non-Refoul","# provided with transportation from the border","Camps Syrian Girls (Age 0-17) # provided with transportation from the border","Countrywide","Girls","IOM","  Other[Villages, Rural areas]  - ","Direct appeal","None - Fund direct from Donors","No","3","1",334,"# of benef","Country Wide",,"Camp"
"7085","PROTECTION","31/01/2015","Refugee Rights Respected","[REF1.1]Asylum/Detention/Non-Refoul","# provided with transportation from the border","Camps Syrian Boys (Age 0-17) # provided with transportation from the border","Countrywide","Boys","IOM","  Other[Villages, Rural areas]  - ","Direct appeal","None - Fund direct from Donors","No","3","1",210,"# of benef","Country Wide",,"Camp"
"7086","PROTECTION","31/03/2015","Refugee Rights Respected","[REF1.1]Asylum/Detention/Non-Refoul","# provided with transportation from the border","Camps Syrian Boys (Age 0-17) # provided with transportation from the border","Countrywide","Boys","IOM","  Other[Villages, Rural areas]  - ","Direct appeal","None - Fund direct from Donors","No","3","1",1031,"# of benef","Country Wide",,"Camp"
"7087","PROTECTION","28/02/2015","Refugee Rights Respected","[REF1.1]Asylum/Detention/Non-Refoul","# provided with transportation from the border","Camps Syrian Boys (Age 0-17) # provided with transportation from the border","Countrywide","Boys","IOM","  Other[Villages, Rural areas]  - ","Direct appeal","None - Fund direct from Donors","No","3","1",410,"# of benef","Country Wide",,"Camp"
"7088","PROTECTION","28/02/2015","Refugee Rights Respected","[REF1.1]Asylum/Detention/Non-Refoul","# provided with transportation from the border","Camps Syrian Women (Age 18 and above) # provided with transportation from the border","Countrywide","Women","IOM","  Other[Villages, Rural areas]  - ","Direct appeal","None - Fund direct from Donors","No","3","1",348,"# of benef","Country Wide",,"Camp"
"7089","PROTECTION","28/02/2015","Refugee Rights Respected","[REF1.1]Asylum/Detention/Non-Refoul","# provided with transportation from the border","Camps Syrian Men (Age 18 and above) # provided with transportation from the border","Countrywide","Men","IOM","  Other[Villages, Rural areas]  - ","Direct appeal","None - Fund direct from Donors","No","3","1",350,"# of benef","Country Wide",,"Camp"
"7090","PROTECTION","31/03/2015","Refugee Rights Respected","[REF1.1]Asylum/Detention/Non-Refoul","# provided with transportation from the border","Camps Syrian Men (Age 18 and above) # provided with transportation from the border","Countrywide","Men","IOM","  Other[Villages, Rural areas]  - ","Direct appeal","None - Fund direct from Donors","No","3","1",1589,"# of benef","Country Wide",,"Camp"
"7091","PROTECTION","31/01/2015","Refugee Rights Respected","[REF1.1]Asylum/Detention/Non-Refoul","# provided with transportation from the border","Camps Syrian Girls (Age 0-17) # provided with transportation from the border","Countrywide","Girls","IOM","  Other[Villages, Rural areas]  - ","Direct appeal","None - Fund direct from Donors","No","3","1",179,"# of benef","Country Wide",,"Camp"
"7092","PROTECTION","31/03/2015","Refugee Rights Respected","[REF1.1]Asylum/Detention/Non-Refoul","# provided with transportation from the border","Camps Syrian Women (Age 18 and above) # provided with transportation from the border","Countrywide","Women","IOM","  Other[Villages, Rural areas]  - ","Direct appeal","None - Fund direct from Donors","No","3","1",801,"# of benef","Country Wide",,"Camp"
"7093","PROTECTION","31/03/2015","Refugee Rights Respected","[REF1.1]Asylum/Detention/Non-Refoul","# provided with transportation from the border","Camps Syrian Girls (Age 0-17) # provided with transportation from the border","Countrywide","Girls","IOM","  Other[Villages, Rural areas]  - ","Direct appeal","None - Fund direct from Donors","No","3","1",841,"# of benef","Country Wide",,"Camp"
"7094","PROTECTION","31/01/2015","Refugee Rights Respected","[REF1.1]Asylum/Detention/Non-Refoul","# provided with transportation from the border","Camps Syrian Men (Age 18 and above) # provided with transportation from the border","Countrywide","Men","IOM","  Other[Villages, Rural areas]  - ","Direct appeal","None - Fund direct from Donors","No","3","1",512,"# of benef","Country Wide",,"Camp"
"7095","PROTECTION","31/01/2015","Refugee Rights Respected","[REF1.1]Asylum/Detention/Non-Refoul","# provided with transportation from the border","Camps Syrian Women (Age 18 and above) # provided with transportation from the border","Countrywide","Women","IOM","  Other[Villages, Rural areas]  - ","Direct appeal","None - Fund direct from Donors","No","3","1",219,"# of benef","Country Wide",,"Camp"
